season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1.3604059046299795,0.9663202545932101,1.3229142440338009,-0.16236390813331444,-0.4854661216810244,0.7025710911412574,1.0872379658897107,-0.8646102187098345,-0.9615248749175478,0.22342425761442936,1.9570449027268582
0.45346863487665984,-1.0348536059827993,0.7391727113434043,-0.16236390813331444,0.502381317558412,0.7025710911412574,2.906570264112035,0.7372884789409457,0.4755805541596605,2.17101774310492,0.026718796366908704
1.3604059046299795,-1.0348536059827993,1.6147850103789991,-0.16236390813331444,1.4902287567978483,-1.4233435058872104,-0.7320943323326135,-1.1080869131844864,-1.039658846470359,-0.1285742179737708,-1.2269717541117353
0.45346863487665984,-1.0348536059827993,0.7391727113434043,-0.16236390813331444,-1.4733135609204608,-1.4233435058872104,-0.7320943323326135,0.04040355889783162,0.07426872689245104,0.449287599460354,-0.1577183823442909
0.45346863487665984,0.9663202545932101,-0.13643958769219028,-0.16236390813331444,0.008457597938693783,0.7025710911412574,-0.7320943323326135,1.0878285453168846,1.0044660088564548,-1.90910218698059,1.0484865441418803
-0.45346863487665984,-1.0348536059827993,-0.4283103540373885,-0.16236390813331444,-0.4854661216810244,0.7025710911412574,1.0872379658897107,0.3390133969997311,0.37137716225910433,1.455418922173132,1.1206193881678026
0.45346863487665984,-1.0348536059827993,0.4473019449982062,-0.16236390813331444,0.502381317558412,0.7025710911412574,1.0872379658897107,1.156738083897085,1.1530202265397813,0.8892856939456047,0.0836337953635227
-1.3604059046299795,-1.0348536059827993,-1.5957934194181813,-0.16236390813331444,0.9963050371781301,0.7025710911412574,1.0872379658897107,-1.6739444801896637,-1.6696646792151384,-0.9326865755769685,-0.2838700509517341
1.3604059046299795,-1.0348536059827993,1.3229142440338009,-0.16236390813331444,-1.4733135609204608,-1.4233435058872104,1.0872379658897107,-0.20307864833990652,-0.1329927605979676,0.375952237056309,-0.0611749253911519
-1.3604059046299795,0.9663202545932101,-1.3039226530729833,-0.16236390813331444,0.9963050371781301,0.7025710911412574,-0.7320943323326135,-1.0299931113023166,-1.047446861383079,-0.7357715883634173,-0.15755030079341512
